x,y,z,x_quat,y_quat,z_quat,w_quat
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89666.400900,43124.265549,6.381307,0.000000,0.000000,-0.868327,0.495991
89666.574851,43124.134648,6.381192,0.000000,0.000000,-0.868327,0.495991
89666.543082,43123.885712,6.381281,0.000000,0.000000,-0.868327,0.495991
89666.622382,43123.779926,6.381303,0.000000,0.000000,-0.868327,0.495991
89666.732845,43123.823535,6.381241,0.000000,0.000000,-0.868327,0.495991
89666.794178,43123.786977,6.381256,0.000000,0.000000,-0.868327,0.495991
89666.842034,43123.755464,6.381091,0.000000,0.000000,-0.868327,0.495991
89666.734761,43123.771426,6.381142,0.000000,0.000000,-0.868327,0.495991
89666.723052,43123.734623,6.381141,0.000000,0.000000,-0.868327,0.495991
89666.622737,43123.767619,6.381189,0.000000,0.000000,-0.868327,0.495991
89666.671336,43123.731205,6.381102,0.000000,0.000000,-0.868327,0.495991
89666.717093,43123.668161,6.381093,0.000000,0.000000,-0.868327,0.495991
89666.767337,43123.711084,6.381023,0.000000,0.000000,-0.868327,0.495991
89666.743860,43123.803380,6.380990,0.000000,0.000000,-0.868327,0.495991
89666.705538,43123.686261,6.380986,0.000000,0.000000,-0.868327,0.495991
89666.740681,43123.709501,6.381004,0.000000,0.000000,-0.868327,0.495991
89665.596605,43124.098918,6.380951,0.000000,0.000000,-0.868327,0.495991
89665.005276,43123.769493,6.380853,0.000000,0.000000,-0.965771,0.259397
89664.271622,43123.314650,6.379973,0.000000,0.000000,-0.965771,0.259397
89663.453158,43122.745523,6.376586,0.000000,0.000000,-0.965771,0.259397
89662.726233,43122.157389,6.369293,0.000000,0.000000,-0.965771,0.259397
89662.091860,43121.529537,6.363182,0.000000,0.000000,-0.958761,0.284215
89661.322276,43120.836133,6.359971,0.000000,0.000000,-0.958761,0.284215
89660.530169,43120.240391,6.358483,0.000000,0.000000,-0.958761,0.284215
89659.782912,43119.578822,6.342523,0.000000,0.000000,-0.958761,0.284215
89658.913443,43118.957775,6.327534,0.000000,0.000000,-0.970512,0.241052
89658.051930,43118.477764,6.322167,0.000000,0.000000,-0.970512,0.241052
89657.208372,43118.026779,6.322324,0.000000,0.000000,-0.970512,0.241052
89656.181303,43117.700739,6.312948,0.000000,0.000000,-0.970512,0.241052
89654.995185,43117.489209,6.303549,0.000000,0.000000,0.995388,0.095934
89652.653875,43117.324990,6.303976,0.000000,0.000000,0.995388,0.095934
89649.571380,43117.763720,6.326589,0.000000,0.000000,0.986880,0.161457
89645.762179,43119.441370,6.312591,0.000000,0.000000,0.982839,0.184466
89641.277921,43122.405858,6.295042,0.000000,0.000000,0.980115,0.198432
89636.152314,43125.725237,6.264061,0.000000,0.000000,0.922506,0.385984
89631.086406,43130.082840,6.227462,0.000000,0.000000,0.880755,0.473572
89626.889547,43136.269803,6.232746,0.000000,0.000000,0.886576,0.462583
89622.295413,43143.059408,6.227154,0.000000,0.000000,0.885840,0.463990
89616.900292,43149.937753,6.234185,0.000000,0.000000,0.874733,0.484605
89613.090666,43158.489769,6.242781,0.000000,0.000000,0.702854,0.711334
89616.394413,43166.895162,6.314710,0.000000,0.000000,0.095761,0.995404
89624.784034,43165.152398,6.352444,0.000000,0.000000,-0.433472,0.901167
89628.095806,43156.560092,6.362554,0.000000,0.000000,-0.557544,0.830147
89631.805211,43147.876226,6.332496,0.000000,0.000000,-0.551100,0.834439
89638.071112,43140.273943,6.310802,0.000000,0.000000,-0.352614,0.935769
89646.392048,43137.244921,6.311574,0.000000,0.000000,0.343524,0.939144
89649.050004,43145.104453,6.345556,0.000000,0.000000,0.855279,0.518168
89642.812182,43151.937230,6.369076,0.000000,0.000000,0.909974,0.414665
89638.276817,43160.133739,6.404114,0.000000,0.000000,0.904818,0.425798
89633.021782,43167.656487,6.608691,0.000000,0.000000,0.906128,0.423003
89625.418045,43173.370678,6.640832,0.000000,0.000000,0.926643,0.375943
89619.907724,43181.151980,6.606431,0.000000,0.000000,0.678018,0.735046
89624.183895,43188.586500,6.691607,0.000000,0.000000,0.129383,0.991595
89632.825455,43187.444971,6.787054,0.000000,0.000000,-0.307613,0.951512
89639.630907,43181.590472,6.944876,0.000000,0.000000,-0.010237,0.999948
89648.386952,43181.893889,7.098928,0.000000,0.000000,0.241111,0.970498
89655.269091,43188.346800,7.074343,0.000000,0.000000,0.056364,0.998410
89663.810953,43187.841143,6.843865,0.000000,0.000000,-0.422610,0.906311
89664.916899,43178.943529,6.739953,0.000000,0.000000,-0.883558,0.468321
89657.433796,43174.272912,6.700561,0.000000,0.000000,-0.997254,0.074058
89648.267816,43174.285306,6.979803,0.000000,0.000000,-0.947133,0.320841
89643.292067,43167.525821,7.044965,0.000000,0.000000,-0.476306,0.879280
89648.730761,43160.758870,6.673551,0.000000,0.000000,-0.212259,0.977213
89657.903490,43160.697004,6.464370,0.000000,0.000000,0.141186,0.989983
89665.299437,43164.774147,6.473103,0.000000,0.000000,0.511028,0.859564
89669.744395,43172.202680,6.520203,0.000000,0.000000,-0.230744,0.973015
89676.898653,43169.113103,6.554082,0.000000,0.000000,-0.424476,0.905439
89678.631917,43160.140767,6.546934,0.000000,0.000000,-0.706174,0.708039
89678.401474,43151.184020,6.534608,0.000000,0.000000,-0.940498,0.339798
89671.745742,43146.428241,6.522096,0.000000,0.000000,-0.989185,0.146673
89662.859496,43147.617358,6.449434,0.000000,0.000000,-0.996104,0.088186
89656.439199,43142.543997,6.409419,0.000000,0.000000,-0.795063,0.606527
89657.906373,43133.815923,6.381591,0.000000,0.000000,-0.667034,0.745027
89657.349799,43125.387176,6.367285,0.000000,0.000000,-0.883000,0.469374
89649.998409,43121.789135,6.341940,0.000000,0.000000,-0.999979,0.006415
89642.402777,43123.358134,6.320711,0.000000,0.000000,0.980115,0.198432
89635.657963,43127.278464,6.255754,0.000000,0.000000,0.922506,0.385984
89629.189948,43131.679398,6.231046,0.000000,0.000000,0.887679,0.460463
89624.892049,43138.676532,6.230513,0.000000,0.000000,0.886618,0.462503
89620.177566,43146.499571,6.227612,0.000000,0.000000,0.884065,0.467363
89614.271068,43153.886727,6.237314,0.000000,0.000000,0.852035,0.523484
89612.773657,43162.728773,6.272567,0.000000,0.000000,0.568884,0.822418
89620.204405,43167.605802,6.338307,0.000000,0.000000,-0.171466,0.985190
89626.551809,43161.324428,6.365677,0.000000,0.000000,-0.507720,0.861522
89629.354425,43152.397591,6.345982,0.000000,0.000000,-0.569087,0.822278
89634.717423,43144.306634,6.321231,0.000000,0.000000,-0.493340,0.869836
89641.501920,43137.308975,6.306345,0.000000,0.000000,-0.054406,0.998519
89649.263784,43140.126351,6.322601,0.000000,0.000000,0.699456,0.714676
89646.404998,43148.402222,6.358140,0.000000,0.000000,0.855458,0.517873
89640.529609,43155.651853,6.372567,0.000000,0.000000,0.931912,0.362684
89635.814595,43163.800000,6.503970,0.000000,0.000000,0.911257,0.411839
89629.200355,43170.528901,6.643411,0.000000,0.000000,0.910751,0.412956
89622.276681,43177.203560,6.623068,0.000000,0.000000,0.845594,0.533826
89621.226307,43186.237148,6.629809,0.000000,0.000000,0.328683,0.944440
89629.477158,43189.080208,6.764087,0.000000,0.000000,-0.257591,0.966254
89636.335949,43183.372300,6.849569,0.000000,0.000000,-0.163097,0.986610
89644.616571,43180.068177,7.046260,0.000000,0.000000,0.093090,0.995658
89652.188653,43185.430701,7.133487,0.000000,0.000000,0.233975,0.972243
89659.953510,43189.927957,6.965038,0.000000,0.000000,-0.145469,0.989363
89665.966828,43183.673318,6.780013,0.000000,0.000000,-0.723010,0.690837
89661.431203,43175.497333,6.724302,0.000000,0.000000,-0.997178,0.075072
89652.363620,43174.071155,6.798326,0.000000,0.000000,-0.983460,0.181125
89644.497841,43170.600175,7.081559,0.000000,0.000000,-0.642321,0.766436
89646.168481,43161.686521,6.779408,0.000000,0.000000,-0.402601,0.915376
89654.201565,43158.842177,6.487908,0.000000,0.000000,-0.052785,0.998606
89662.178370,43162.069941,6.454991,0.000000,0.000000,0.535490,0.844542
89666.816587,43169.390553,6.494848,0.000000,0.000000,0.112211,0.993684
89674.371597,43172.065591,6.538871,0.000000,0.000000,-0.323006,0.946397
89678.121100,43164.356115,6.554457,0.000000,0.000000,-0.509104,0.860705
89678.911546,43155.223890,6.538553,0.000000,0.000000,-0.885312,0.464997
89675.340864,43147.647294,6.534168,0.000000,0.000000,-0.973920,0.226892
89666.648532,43147.151471,6.471217,0.000000,0.000000,-0.996143,0.087748
89658.164426,43145.419104,6.423440,0.000000,0.000000,-0.825807,0.563953
89656.779558,43136.935188,6.378868,0.000000,0.000000,-0.721723,0.692182
89659.067161,43128.421124,6.372101,0.000000,0.000000,-0.771432,0.636312
89653.946219,43121.820650,6.352670,0.000000,0.000000,-0.954609,0.297860
89646.013408,43122.545814,6.327360,0.000000,0.000000,-0.999979,0.006415
89638.505401,43123.137822,6.309823,0.000000,0.000000,0.962200,0.272343
89631.900386,43124.682973,6.238821,0.000000,0.000000,0.880755,0.473572
89629.831272,43132.123596,6.221463,0.000000,0.000000,0.887679,0.460463
89625.902102,43139.074662,6.236497,0.000000,0.000000,0.886618,0.462503
89619.399570,43144.893160,6.222886,0.000000,0.000000,0.884065,0.467363
89615.084432,43153.160783,6.234902,0.000000,0.000000,0.852035,0.523484
89613.698206,43162.743654,6.267624,0.000000,0.000000,0.332024,0.943271
89619.418237,43168.596005,6.348116,0.000000,0.000000,-0.171466,0.985190
89626.029110,43162.991694,6.379700,0.000000,0.000000,-0.507720,0.861522
89628.468868,43154.324733,6.356526,0.000000,0.000000,-0.557544,0.830147
89633.472721,43146.244315,6.326847,0.000000,0.000000,-0.518683,0.854967
89639.813721,43138.651849,6.307481,0.000000,0.000000,-0.232370,0.972628
89648.115207,43137.385708,6.315235,0.000000,0.000000,0.554016,0.832506
89648.553946,43145.807800,6.351387,0.000000,0.000000,0.855279,0.518168
89642.097287,43152.447747,6.366737,0.000000,0.000000,0.909974,0.414665
89637.972267,43160.827094,6.414580,0.000000,0.000000,0.904818,0.425798
89632.245424,43168.080677,6.618256,0.000000,0.000000,0.906128,0.423003
89624.808217,43174.096437,6.631258,0.000000,0.000000,0.941253,0.337701
89620.084090,43182.513920,6.609626,0.000000,0.000000,0.563098,0.826390
89625.423281,43189.301599,6.703066,0.000000,0.000000,-0.073857,0.997269
89633.809938,43186.535462,6.791822,0.000000,0.000000,-0.307613,0.951512
89640.526660,43180.804883,6.942754,0.000000,0.000000,-0.010237,0.999948
89649.386687,43182.808384,7.122867,0.000000,0.000000,0.241111,0.970498
89656.563753,43189.157398,7.056557,0.000000,0.000000,0.056364,0.998410
89664.983062,43186.598585,6.828592,0.000000,0.000000,-0.614220,0.789135
89663.962063,43177.759502,6.737731,0.000000,0.000000,-0.980175,0.198135
89655.785689,43173.756197,6.729415,0.000000,0.000000,-0.999403,0.034559
89646.826587,43172.861652,7.010121,0.000000,0.000000,-0.835952,0.548803
89644.345256,43164.832033,6.988269,0.000000,0.000000,-0.476306,0.879280
89651.026333,43159.382048,6.592671,0.000000,0.000000,-0.195738,0.980656
89659.774516,43160.727274,6.453520,0.000000,0.000000,0.351021,0.936368
89665.659981,43166.678329,6.479591,0.000000,0.000000,0.424725,0.905322
89671.453960,43172.724876,6.528612,0.000000,0.000000,-0.230744,0.973015
89677.392800,43166.710406,6.555476,0.000000,0.000000,-0.509104,0.860705
89678.655925,43157.861448,6.542285,0.000000,0.000000,-0.808032,0.589138
89677.327793,43149.384052,6.536873,0.000000,0.000000,-0.940498,0.339798
89669.029966,43146.932699,6.488254,0.000000,0.000000,-0.997181,0.075030
89660.421541,43146.900268,6.435657,0.000000,0.000000,-0.919541,0.392995
89656.166905,43139.378616,6.392543,0.000000,0.000000,-0.721723,0.692182
89658.422963,43130.710100,6.375343,0.000000,0.000000,-0.717595,0.696460
89656.250701,43122.888249,6.353841,0.000000,0.000000,-0.954609,0.297860
89648.422833,43121.902388,6.332037,0.000000,0.000000,-0.999979,0.006415
89640.850880,43123.946636,6.319827,0.000000,0.000000,0.962200,0.272343
89633.778409,43126.834222,6.247239,0.000000,0.000000,0.880755,0.473572
89628.861078,43132.839221,6.227534,0.000000,0.000000,0.887679,0.460463
89624.682864,43139.979824,6.233645,0.000000,0.000000,0.886023,0.463642
89618.727675,43147.127783,6.227784,0.000000,0.000000,0.881734,0.471747
89613.678078,43155.091057,6.236911,0.000000,0.000000,0.798825,0.601564
89614.201926,43164.211718,6.287404,0.000000,0.000000,0.332024,0.943271
89622.479547,43166.902143,6.340980,0.000000,0.000000,-0.372298,0.928113
89627.506758,43159.767394,6.370922,0.000000,0.000000,-0.535709,0.844403
89629.796498,43150.765548,6.344867,0.000000,0.000000,-0.477121,0.878837
89635.984891,43143.205576,6.315699,0.000000,0.000000,-0.493340,0.869836
89643.442901,43137.071422,6.308529,0.000000,0.000000,0.160678,0.987007
89649.759822,43141.884387,6.332434,0.000000,0.000000,0.699456,0.714676
89645.610939,43149.274510,6.364497,0.000000,0.000000,0.882001,0.471247
89639.737660,43156.797179,6.372306,0.000000,0.000000,0.899436,0.437053
89635.043962,43164.863104,6.538082,0.000000,0.000000,0.911257,0.411839
89628.223729,43171.296579,6.641619,0.000000,0.000000,0.910751,0.412956
89621.397563,43178.320376,6.621054,0.000000,0.000000,0.845594,0.533826
89622.015457,43187.252982,6.633460,0.000000,0.000000,0.328683,0.944440
89630.825707,43188.514729,6.765683,0.000000,0.000000,-0.257591,0.966254
89637.721928,43182.906485,6.878104,0.000000,0.000000,-0.163097,0.986610
89646.133882,43180.660084,7.050621,0.000000,0.000000,0.178075,0.984017
89653.285065,43186.460353,7.124431,0.000000,0.000000,0.197508,0.980301
89661.383945,43189.666337,6.919043,0.000000,0.000000,-0.145469,0.989363
89665.584971,43181.872829,6.760963,0.000000,0.000000,-0.723010,0.690837
89660.180255,43174.513260,6.713923,0.000000,0.000000,-0.997178,0.075072
89651.207314,43173.914574,6.822150,0.000000,0.000000,-0.983460,0.181125
89644.032096,43169.555432,7.084983,0.000000,0.000000,-0.642321,0.766436
89646.881426,43161.654062,6.775427,0.000000,0.000000,-0.212259,0.977213
89655.890042,43160.403085,6.475332,0.000000,0.000000,-0.052785,0.998606
89663.903204,43163.317858,6.467850,0.000000,0.000000,0.511028,0.859564
89668.330906,43170.783370,6.510622,0.000000,0.000000,0.112211,0.993684
89676.106045,43170.400235,6.550361,0.000000,0.000000,-0.424476,0.905439
89678.323827,43161.869055,6.548101,0.000000,0.000000,-0.601335,0.798997
89678.583609,43152.861267,6.533297,0.000000,0.000000,-0.885312,0.464997
89673.066344,43147.007859,6.523219,0.000000,0.000000,-0.989185,0.146673
89664.069184,43147.422997,6.457692,0.000000,0.000000,-0.996104,0.088186
89656.758160,43143.661597,6.416888,0.000000,0.000000,-0.825807,0.563953
89657.408966,43134.830464,6.378674,0.000000,0.000000,-0.667034,0.745027
89658.388794,43126.310391,6.367703,0.000000,0.000000,-0.883000,0.469374
89651.435957,43121.671417,6.341453,0.000000,0.000000,-0.998523,0.054326
89643.855886,43123.129230,6.326428,0.000000,0.000000,-0.999979,0.006415
89636.477389,43121.936186,6.269758,0.000000,0.000000,0.965606,0.260011
89630.964537,43125.587288,6.221003,0.000000,0.000000,0.880755,0.473572
89629.631620,43133.238386,6.226821,0.000000,0.000000,0.887679,0.460463
